contract,category,stratum,word_count,n_spans,strict_json_ok,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Governing Law,medium,3435,0.0,True,,,6102.0,6.0,stop,4.92,0.01228,results/raw/20260818T162210__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Expiration Date,medium,3435,2.0,True,,,6100.0,119.0,stop,10.97,0.01363,results/raw/20260818T162221__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Expiration-Date.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Termination For Convenience,medium,3435,0.0,True,,,6145.0,6.0,stop,7.66,0.01236,results/raw/20260818T162228__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Cap On Liability,medium,3435,2.0,True,,,6123.0,80.0,stop,8.47,0.01321,results/raw/20260818T162237__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Ip Ownership Assignment,medium,3435,0.0,True,,,6161.0,10.0,stop,12.97,0.01244,results/raw/20260818T162250__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Non-Compete,medium,3435,0.0,True,,,6116.0,6.0,stop,6.1,0.0123,results/raw/20260818T162256__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Non-Compete.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Governing Law,medium,3596,1.0,True,,,5080.0,90.0,stop,5.28,0.01124,results/raw/20260818T162301__extraction-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Governing-Law.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Expiration Date,medium,3596,0.0,True,,,5078.0,6.0,stop,6.54,0.01023,results/raw/20260818T162308__extraction-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Expiration-Date.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Termination For Convenience,medium,3596,0.0,True,,,5123.0,6.0,stop,8.54,0.01032,results/raw/20260818T162316__extraction-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Termination-For-Convenience.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Cap On Liability,medium,3596,0.0,True,,,5101.0,5.0,stop,6.5,0.01026,results/raw/20260818T162323__extraction-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Cap-On-Liability.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Ip Ownership Assignment,medium,3596,0.0,True,,,5139.0,6.0,stop,9.62,0.01035,results/raw/20260818T162332__extraction-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Ip-Ownership-Assignment.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Non-Compete,medium,3596,0.0,True,,,5094.0,5.0,stop,21.88,0.01025,results/raw/20260818T162354__extraction-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Non-Compete.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Governing Law,medium,3770,1.0,True,,,5633.0,23.0,stop,7.92,0.01154,results/raw/20260818T162402__extraction-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Governing-Law.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Expiration Date,medium,3770,2.0,True,,,5631.0,103.0,stop,7.48,0.0125,results/raw/20260818T162410__extraction-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Expiration-Date.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Termination For Convenience,medium,3770,0.0,True,,,5676.0,6.0,stop,5.77,0.01142,results/raw/20260818T162415__extraction-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Termination-For-Convenience.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Cap On Liability,medium,3770,0.0,True,,,5654.0,6.0,stop,8.04,0.01138,results/raw/20260818T162423__extraction-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Cap-On-Liability.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Ip Ownership Assignment,medium,3770,0.0,True,,,5692.0,6.0,stop,6.07,0.01146,results/raw/20260818T162430__extraction-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Ip-Ownership-Assignment.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Non-Compete,medium,3770,3.0,True,,,5647.0,229.0,stop,13.56,0.01404,results/raw/20260818T162443__extraction-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Non-Compete.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Governing Law,medium,4102,1.0,True,,,5633.0,114.0,stop,4.5,0.01263,results/raw/20260818T162448__extraction-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Governing-Law.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Expiration Date,medium,4102,1.0,True,,,5631.0,64.0,stop,3.85,0.01203,results/raw/20260818T162451__extraction-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Expiration-Date.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Termination For Convenience,medium,4102,0.0,True,,,5676.0,6.0,stop,10.74,0.01142,results/raw/20260818T162502__extraction-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Termination-For-Convenience.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Cap On Liability,medium,4102,0.0,True,,,5654.0,6.0,stop,12.63,0.01138,results/raw/20260818T162515__extraction-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Cap-On-Liability.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Ip Ownership Assignment,medium,4102,0.0,True,,,5692.0,6.0,stop,4.8,0.01146,results/raw/20260818T162520__extraction-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Ip-Ownership-Assignment.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Non-Compete,medium,4102,0.0,True,,,5647.0,5.0,stop,6.55,0.01135,results/raw/20260818T162526__extraction-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Non-Compete.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Governing Law,medium,4870,1.0,True,,,6728.0,38.0,stop,3.36,0.01391,results/raw/20260818T162530__extraction-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Governing-Law.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Expiration Date,medium,4870,1.0,True,,,6726.0,45.0,stop,3.9,0.01399,results/raw/20260818T162534__extraction-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Expiration-Date.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,medium,4870,1.0,True,,,6771.0,135.0,stop,15.53,0.01516,results/raw/20260818T162549__extraction-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Termination-For-Convenience.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Cap On Liability,medium,4870,0.0,True,,,6749.0,6.0,stop,7.79,0.01357,results/raw/20260818T162557__extraction-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Cap-On-Liability.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,medium,4870,2.0,True,,,6787.0,381.0,stop,22.9,0.01815,results/raw/20260818T162620__extraction-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Ip-Ownership-Assignment.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Non-Compete,medium,4870,1.0,True,,,6742.0,73.0,stop,6.96,0.01436,results/raw/20260818T162627__extraction-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Non-Compete.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Governing Law,medium,5780,1.0,True,,,8185.0,51.0,stop,6.1,0.01698,results/raw/20260818T162633__extraction-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Governing-Law.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Expiration Date,medium,5780,1.0,True,,,8183.0,68.0,stop,11.61,0.01718,results/raw/20260818T162644__extraction-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Expiration-Date.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Termination For Convenience,medium,5780,0.0,True,,,8228.0,6.0,stop,5.46,0.01653,results/raw/20260818T162650__extraction-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Termination-For-Convenience.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Cap On Liability,medium,5780,1.0,True,,,8206.0,90.0,stop,7.23,0.01749,results/raw/20260818T162657__extraction-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Cap-On-Liability.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Ip Ownership Assignment,medium,5780,2.0,True,,,8244.0,241.0,stop,24.97,0.01938,results/raw/20260818T162722__extraction-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Ip-Ownership-Assignment.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Non-Compete,medium,5780,1.0,True,,,8199.0,162.0,stop,33.25,0.01834,results/raw/20260818T162755__extraction-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Non-Compete.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Governing Law,medium,5880,1.0,True,,,8889.0,63.0,stop,5.06,0.01853,results/raw/20260818T162800__extraction-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Governing-Law.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Expiration Date,medium,5880,1.0,True,,,8887.0,140.0,stop,7.91,0.01945,results/raw/20260818T162808__extraction-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Expiration-Date.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Termination For Convenience,medium,5880,0.0,True,,,8932.0,6.0,stop,8.71,0.01794,results/raw/20260818T162817__extraction-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Termination-For-Convenience.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,medium,5880,1.0,True,,,8910.0,147.0,stop,18.1,0.01958,results/raw/20260818T162835__extraction-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Cap-On-Liability.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Ip Ownership Assignment,medium,5880,0.0,True,,,8948.0,6.0,stop,17.93,0.01797,results/raw/20260818T162853__extraction-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Ip-Ownership-Assignment.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,medium,5880,0.0,True,,,8903.0,6.0,stop,11.14,0.01788,results/raw/20260818T162904__extraction-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Non-Compete.txt
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Governing Law,medium,6029,1.0,True,,,8463.0,64.0,stop,5.82,0.01769,"results/raw/20260818T162910__extraction-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Governing-Law.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Expiration Date,medium,6029,2.0,True,,,8461.0,75.0,stop,8.71,0.01782,"results/raw/20260818T162919__extraction-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Expiration-Date.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Termination For Convenience,medium,6029,2.0,True,,,8506.0,62.0,stop,13.53,0.01776,"results/raw/20260818T162932__extraction-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Termination-For-Convenience.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Cap On Liability,medium,6029,1.0,True,,,8484.0,256.0,stop,13.57,0.02004,"results/raw/20260818T162946__extraction-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Cap-On-Liability.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Ip Ownership Assignment,medium,6029,0.0,True,,,8522.0,6.0,stop,10.75,0.01712,"results/raw/20260818T162957__extraction-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Ip-Ownership-Assignment.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Non-Compete,medium,6029,4.0,True,,,8477.0,616.0,stop,33.82,0.02435,"results/raw/20260818T163031__extraction-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Non-Compete.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Governing Law,medium,7145,1.0,True,,,9796.0,112.0,stop,6.95,0.02094,"results/raw/20260818T163038__extraction-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Governing-Law.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Expiration Date,medium,7145,1.0,True,,,9794.0,98.0,stop,13.28,0.02076,"results/raw/20260818T163051__extraction-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Expiration-Date.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Termination For Convenience,medium,7145,0.0,True,,,9839.0,6.0,stop,6.73,0.01975,"results/raw/20260818T163058__extraction-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Termination-For-Convenience.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Cap On Liability,medium,7145,1.0,True,,,9817.0,41.0,stop,10.54,0.02013,"results/raw/20260818T163108__extraction-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Cap-On-Liability.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Ip Ownership Assignment,medium,7145,0.0,True,,,9855.0,6.0,stop,10.64,0.01978,"results/raw/20260818T163119__extraction-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Ip-Ownership-Assignment.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Non-Compete,medium,7145,0.0,True,,,9810.0,6.0,stop,7.27,0.01969,"results/raw/20260818T163126__extraction-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Non-Compete.txt"
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Governing Law,medium,7337,1.0,True,,,10500.0,62.0,stop,3.77,0.02174,results/raw/20260818T163130__extraction-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Governing-Law.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Expiration Date,medium,7337,2.0,True,,,10498.0,191.0,stop,9.71,0.02329,results/raw/20260818T163140__extraction-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Expiration-Date.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Termination For Convenience,medium,7337,0.0,True,,,10543.0,6.0,stop,7.28,0.02116,results/raw/20260818T163147__extraction-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Termination-For-Convenience.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Cap On Liability,medium,7337,1.0,True,,,10521.0,121.0,stop,18.23,0.02249,results/raw/20260818T163205__extraction-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Cap-On-Liability.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Ip Ownership Assignment,medium,7337,2.0,True,,,10559.0,197.0,stop,11.26,0.02348,results/raw/20260818T163216__extraction-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Ip-Ownership-Assignment.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Non-Compete,medium,7337,2.0,True,,,10514.0,254.0,stop,17.54,0.02408,results/raw/20260818T163234__extraction-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Non-Compete.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Governing Law,medium,7663,2.0,True,,,10530.0,217.0,stop,13.77,0.02366,results/raw/20260818T163248__extraction-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Governing-Law.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Expiration Date,medium,7663,1.0,True,,,10528.0,94.0,stop,5.98,0.02218,results/raw/20260818T163254__extraction-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Expiration-Date.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Termination For Convenience,medium,7663,1.0,True,,,10573.0,45.0,stop,7.69,0.02169,results/raw/20260818T163301__extraction-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Termination-For-Convenience.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Cap On Liability,medium,7663,5.0,True,,,10551.0,294.0,stop,21.91,0.02463,results/raw/20260818T163323__extraction-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Cap-On-Liability.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Ip Ownership Assignment,medium,7663,0.0,True,,,10589.0,6.0,stop,7.03,0.02125,results/raw/20260818T163330__extraction-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Ip-Ownership-Assignment.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Non-Compete,medium,7663,3.0,True,,,10544.0,184.0,stop,15.17,0.0233,results/raw/20260818T163346__extraction-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Non-Compete.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Governing Law,medium,7965,1.0,True,,,10944.0,100.0,stop,5.82,0.02309,results/raw/20260818T163351__extraction-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Governing-Law.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Expiration Date,medium,7965,1.0,True,,,10942.0,111.0,stop,7.26,0.02322,results/raw/20260818T163359__extraction-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Expiration-Date.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Termination For Convenience,medium,7965,1.0,True,,,10987.0,111.0,stop,12.19,0.02331,results/raw/20260818T163411__extraction-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Termination-For-Convenience.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Cap On Liability,medium,7965,2.0,True,,,10965.0,210.0,stop,8.72,0.02445,results/raw/20260818T163420__extraction-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Cap-On-Liability.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Ip Ownership Assignment,medium,7965,0.0,True,,,11003.0,6.0,stop,7.52,0.02208,results/raw/20260818T163427__extraction-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Ip-Ownership-Assignment.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Non-Compete,medium,7965,1.0,True,,,10958.0,166.0,stop,11.37,0.02391,results/raw/20260818T163438__extraction-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Non-Compete.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Governing Law,long,8396,1.0,True,,,12159.0,218.0,stop,12.52,0.02693,results/raw/20260818T163451__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Expiration Date,long,8396,2.0,True,,,12157.0,247.0,stop,12.34,0.02728,results/raw/20260818T163503__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Expiration-Date.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Termination For Convenience,long,8396,0.0,True,,,12202.0,6.0,stop,7.15,0.02448,results/raw/20260818T163511__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Cap On Liability,long,8396,1.0,True,,,12180.0,221.0,stop,11.91,0.02701,results/raw/20260818T163522__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Ip Ownership Assignment,long,8396,1.0,True,,,12218.0,189.0,stop,20.26,0.0267,results/raw/20260818T163543__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Non-Compete,long,8396,3.0,True,,,12173.0,343.0,stop,18.64,0.02846,results/raw/20260818T163601__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Non-Compete.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Governing Law,long,9243,1.0,True,,,15034.0,88.0,stop,14.09,0.03112,results/raw/20260818T163615__extraction-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Governing-Law.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Expiration Date,long,9243,1.0,True,,,15032.0,58.0,stop,9.39,0.03076,results/raw/20260818T163625__extraction-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Expiration-Date.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Termination For Convenience,long,9243,1.0,True,,,15077.0,53.0,stop,8.12,0.03079,results/raw/20260818T163633__extraction-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Termination-For-Convenience.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Cap On Liability,long,9243,2.0,True,,,15055.0,318.0,stop,15.99,0.03393,results/raw/20260818T163649__extraction-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Cap-On-Liability.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Ip Ownership Assignment,long,9243,0.0,True,,,15093.0,6.0,stop,8.96,0.03026,results/raw/20260818T163658__extraction-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Ip-Ownership-Assignment.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Non-Compete,long,9243,0.0,True,,,15048.0,6.0,stop,5.38,0.03017,results/raw/20260818T163703__extraction-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Non-Compete.txt
