contract,tier,category,stratum,word_count,gold_answer,model_answer,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,easy,Governing Law,long,9608,Delaware,Delaware,,,13366,8,stop,1.35,0.01391,results/raw/20260818T172257__qa-v2__llama-3.3-70b__CerenceInc_20191002_8-K_EX-10.4_11827494__Governing-Law.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,moderate,Termination For Convenience,long,9608,Yes,No,,,13368,7,stop,1.57,0.01391,results/raw/20260818T172258__qa-v2__llama-3.3-70b__CerenceInc_20191002_8-K_EX-10.4_11827494__Termination-For-Convenience.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,hard,Cap On Liability,long,9608,Yes,Yes,,,13379,7,stop,0.7,0.01392,results/raw/20260818T172259__qa-v2__llama-3.3-70b__CerenceInc_20191002_8-K_EX-10.4_11827494__Cap-On-Liability.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,easy,Expiration Date,long,10213,,not specified,,,14970,8,stop,2.34,0.01558,results/raw/20260818T172301__qa-v2__llama-3.3-70b__PareteumCorp_20081001_8-K_EX-99.1_265480__Expiration-Date.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,moderate,Termination For Convenience,long,10213,Yes,Yes,,,14962,7,stop,2.47,0.01557,results/raw/20260818T172304__qa-v2__llama-3.3-70b__PareteumCorp_20081001_8-K_EX-99.1_265480__Termination-For-Convenience.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,hard,Ip Ownership Assignment,long,10213,No,No,,,14969,7,stop,1.43,0.01558,results/raw/20260818T172305__qa-v2__llama-3.3-70b__PareteumCorp_20081001_8-K_EX-99.1_265480__Ip-Ownership-Assignment.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,easy,Governing Law,long,10256,Delaware,Delaware,,,14567,8,stop,3.68,0.01516,results/raw/20260818T172309__qa-v2__llama-3.3-70b__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Governing-Law.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,moderate,Termination For Convenience,long,10256,Yes,Yes,,,14569,7,stop,1.39,0.01516,results/raw/20260818T172310__qa-v2__llama-3.3-70b__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Termination-For-Convenience.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,hard,Cap On Liability,long,10256,Yes,No,,,14580,7,stop,0.58,0.01517,results/raw/20260818T172311__qa-v2__llama-3.3-70b__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Cap-On-Liability.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,easy,Expiration Date,long,10705,3/31/03,03/31/2003,,,14856,12,stop,2.48,0.01546,results/raw/20260818T172313__qa-v2__llama-3.3-70b__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Expiration-Date.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,moderate,Termination For Convenience,long,10705,No,No,,,14848,7,stop,0.85,0.01545,results/raw/20260818T172314__qa-v2__llama-3.3-70b__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Termination-For-Convenience.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,hard,Ip Ownership Assignment,long,10705,No,No,,,14855,7,stop,1.64,0.01546,results/raw/20260818T172316__qa-v2__llama-3.3-70b__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Ip-Ownership-Assignment.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,easy,Governing Law,long,12904,New York,New York,,,17838,8,stop,3.59,0.01856,results/raw/20260818T172319__qa-v2__llama-3.3-70b__ScansourceInc_20190822_10-K_EX-10.38_117__Governing-Law.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,moderate,Termination For Convenience,long,12904,Yes,Yes,,,17840,7,stop,1.21,0.01856,results/raw/20260818T172321__qa-v2__llama-3.3-70b__ScansourceInc_20190822_10-K_EX-10.38_117__Termination-For-Convenience.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,hard,Cap On Liability,long,12904,Yes,Yes,,,17851,7,stop,1.08,0.01857,results/raw/20260818T172322__qa-v2__llama-3.3-70b__ScansourceInc_20190822_10-K_EX-10.38_117__Cap-On-Liability.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,easy,Expiration Date,long,15095,4/18/25,09/30/2026,,,19937,12,stop,3.38,0.02075,results/raw/20260818T172325__qa-v2__llama-3.3-70b__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Expiration-Date.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,moderate,Termination For Convenience,long,15095,Yes,Yes,,,19929,7,stop,2.29,0.02073,results/raw/20260818T172327__qa-v2__llama-3.3-70b__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Termination-For-Convenience.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,hard,Ip Ownership Assignment,long,15095,No,No,,,19936,7,stop,1.77,0.02074,results/raw/20260818T172329__qa-v2__llama-3.3-70b__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Ip-Ownership-Assignment.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,easy,Governing Law,long,17207,Illinois,Illinois,,,23896,8,stop,3.36,0.02486,results/raw/20260818T172333__qa-v2__llama-3.3-70b__ReynoldsConsumerProductsInc_20200121_S-1__Governing-Law.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,moderate,Termination For Convenience,long,17207,Yes,Yes,,,23898,7,stop,0.87,0.02486,results/raw/20260818T172333__qa-v2__llama-3.3-70b__ReynoldsConsumerProductsInc_20200121_S-1__Termination-For-Convenience.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,hard,Cap On Liability,long,17207,Yes,Yes,,,23909,7,stop,2.88,0.02487,results/raw/20260818T172336__qa-v2__llama-3.3-70b__ReynoldsConsumerProductsInc_20200121_S-1__Cap-On-Liability.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,easy,Expiration Date,long,18608,1/21/05,01/21/2005,,,26553,12,stop,3.22,0.02763,results/raw/20260818T172340__qa-v2__llama-3.3-70b__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Expiration-Date.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,moderate,Termination For Convenience,long,18608,Yes,Yes,,,26545,7,stop,4.68,0.02761,results/raw/20260818T172344__qa-v2__llama-3.3-70b__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Termination-For-Convenience.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,hard,Ip Ownership Assignment,long,18608,No,No,,,26552,7,stop,4.04,0.02762,results/raw/20260818T172348__qa-v2__llama-3.3-70b__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Ip-Ownership-Assignment.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,easy,Governing Law,long,26789,[* * *],not specified,,,37449,8,stop,4.76,0.03896,results/raw/20260818T172353__qa-v2__llama-3.3-70b__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Governing-Law.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,moderate,Termination For Convenience,long,26789,Yes,Yes,,,37451,7,stop,4.3,0.03896,results/raw/20260818T172357__qa-v2__llama-3.3-70b__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Termination-For-Convenience.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,hard,Cap On Liability,long,26789,Yes,Yes,,,37462,7,stop,2.25,0.03897,results/raw/20260818T172400__qa-v2__llama-3.3-70b__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Cap-On-Liability.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,easy,Expiration Date,long,35339,7/29/12,07/29/2012,,,50416,12,stop,5.79,0.05245,results/raw/20260818T172405__qa-v2__llama-3.3-70b__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Expiration-Date.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,moderate,Termination For Convenience,long,35339,No,Yes,,,50408,7,stop,10.1,0.05243,results/raw/20260818T172416__qa-v2__llama-3.3-70b__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Termination-For-Convenience.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,hard,Ip Ownership Assignment,long,35339,No,No,,,50415,7,stop,1.12,0.05244,results/raw/20260818T172417__qa-v2__llama-3.3-70b__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Ip-Ownership-Assignment.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,easy,Governing Law,long,38518,Delaware,Delaware,,,54349,8,stop,5.79,0.05653,results/raw/20260818T172422__qa-v2__llama-3.3-70b__HarpoonTherapeuticsInc_20200312_10-K_EX-__Governing-Law.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,moderate,Termination For Convenience,long,38518,Yes,Yes,,,54351,7,stop,6.44,0.05653,results/raw/20260818T172429__qa-v2__llama-3.3-70b__HarpoonTherapeuticsInc_20200312_10-K_EX-__Termination-For-Convenience.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,hard,Cap On Liability,long,38518,Yes,Yes,,,54362,7,stop,1.15,0.05654,results/raw/20260818T172430__qa-v2__llama-3.3-70b__HarpoonTherapeuticsInc_20200312_10-K_EX-__Cap-On-Liability.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,easy,Expiration Date,long,45650,,not specified,,,63449,8,stop,7.23,0.066,results/raw/20260818T172437__qa-v2__llama-3.3-70b__PhasebioPharmaceuticalsInc_20200330_10-K__Expiration-Date.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,moderate,Termination For Convenience,long,45650,No,Yes,,,63441,7,stop,2.88,0.06599,results/raw/20260818T172440__qa-v2__llama-3.3-70b__PhasebioPharmaceuticalsInc_20200330_10-K__Termination-For-Convenience.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,hard,Ip Ownership Assignment,long,45650,Yes,Yes,,,63448,7,stop,8.88,0.06599,results/raw/20260818T172449__qa-v2__llama-3.3-70b__PhasebioPharmaceuticalsInc_20200330_10-K__Ip-Ownership-Assignment.txt
