contract,tier,category,stratum,word_count,gold_answer,model_answer,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,hard,Ip Ownership Assignment,long,9243,No,No,,,22078,11,end_turn,3.12,0.04427,results/raw/20260818T193333__qa-v2__claude-sonnet-5__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Ip-Ownership-Assignment.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,easy,Governing Law,long,9608,Delaware,Delaware,,,22118,14,end_turn,1.8,0.04438,results/raw/20260818T193335__qa-v2__claude-sonnet-5__CerenceInc_20191002_8-K_EX-10.4_11827494__Governing-Law.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,moderate,Termination For Convenience,long,9608,Yes,No,,,22129,11,end_turn,1.57,0.04437,results/raw/20260818T193336__qa-v2__claude-sonnet-5__CerenceInc_20191002_8-K_EX-10.4_11827494__Termination-For-Convenience.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,hard,Cap On Liability,long,9608,Yes,No,,,22147,11,end_turn,2.18,0.0444,results/raw/20260818T193338__qa-v2__claude-sonnet-5__CerenceInc_20191002_8-K_EX-10.4_11827494__Cap-On-Liability.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,easy,Expiration Date,long,10213,,not specified,,,24801,13,end_turn,1.56,0.04973,results/raw/20260818T193340__qa-v2__claude-sonnet-5__PareteumCorp_20081001_8-K_EX-99.1_265480__Expiration-Date.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,moderate,Termination For Convenience,long,10213,Yes,Yes,,,24792,13,end_turn,1.84,0.04971,results/raw/20260818T193342__qa-v2__claude-sonnet-5__PareteumCorp_20081001_8-K_EX-99.1_265480__Termination-For-Convenience.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,hard,Ip Ownership Assignment,long,10213,No,No,,,24799,11,end_turn,2.45,0.04971,results/raw/20260818T193344__qa-v2__claude-sonnet-5__PareteumCorp_20081001_8-K_EX-99.1_265480__Ip-Ownership-Assignment.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,easy,Governing Law,long,10256,Delaware,Delaware,,,22660,14,end_turn,2.86,0.04546,results/raw/20260818T193347__qa-v2__claude-sonnet-5__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Governing-Law.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,moderate,Termination For Convenience,long,10256,Yes,Yes,,,22671,13,end_turn,2.51,0.04547,results/raw/20260818T193350__qa-v2__claude-sonnet-5__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Termination-For-Convenience.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,hard,Cap On Liability,long,10256,Yes,No,,,22689,11,end_turn,2.16,0.04549,results/raw/20260818T193352__qa-v2__claude-sonnet-5__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Cap-On-Liability.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,easy,Expiration Date,long,10705,3/31/03,03/31/2003,,,24692,16,end_turn,1.65,0.04954,results/raw/20260818T193354__qa-v2__claude-sonnet-5__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Expiration-Date.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,moderate,Termination For Convenience,long,10705,No,No,,,24683,11,end_turn,2.76,0.04948,results/raw/20260818T193356__qa-v2__claude-sonnet-5__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Termination-For-Convenience.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,hard,Ip Ownership Assignment,long,10705,No,Yes,,,24690,13,end_turn,1.74,0.04951,results/raw/20260818T193358__qa-v2__claude-sonnet-5__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Ip-Ownership-Assignment.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,easy,Governing Law,long,12904,New York,New York,,,30313,12,end_turn,1.72,0.06075,results/raw/20260818T193400__qa-v2__claude-sonnet-5__ScansourceInc_20190822_10-K_EX-10.38_117__Governing-Law.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,moderate,Termination For Convenience,long,12904,Yes,Yes,,,30324,13,end_turn,2.4,0.06078,results/raw/20260818T193402__qa-v2__claude-sonnet-5__ScansourceInc_20190822_10-K_EX-10.38_117__Termination-For-Convenience.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,hard,Cap On Liability,long,12904,Yes,Yes,,,30342,13,end_turn,2.54,0.06081,results/raw/20260818T193405__qa-v2__claude-sonnet-5__ScansourceInc_20190822_10-K_EX-10.38_117__Cap-On-Liability.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,easy,Expiration Date,long,15095,4/18/25,09/30/2026,,,31713,54,end_turn,3.07,0.06397,results/raw/20260818T193408__qa-v2__claude-sonnet-5__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Expiration-Date.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,moderate,Termination For Convenience,long,15095,Yes,Yes,,,31704,13,end_turn,2.36,0.06354,results/raw/20260818T193410__qa-v2__claude-sonnet-5__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Termination-For-Convenience.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,hard,Ip Ownership Assignment,long,15095,No,No,,,31711,11,end_turn,3.1,0.06353,results/raw/20260818T193413__qa-v2__claude-sonnet-5__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Ip-Ownership-Assignment.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,easy,Governing Law,long,17207,Illinois,Illinois,,,38212,14,end_turn,3.05,0.07656,results/raw/20260818T193416__qa-v2__claude-sonnet-5__ReynoldsConsumerProductsInc_20200121_S-1__Governing-Law.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,moderate,Termination For Convenience,long,17207,Yes,Yes,,,38223,13,end_turn,1.67,0.07658,results/raw/20260818T193418__qa-v2__claude-sonnet-5__ReynoldsConsumerProductsInc_20200121_S-1__Termination-For-Convenience.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,hard,Cap On Liability,long,17207,Yes,Yes,,,38241,13,end_turn,2.77,0.07661,results/raw/20260818T193421__qa-v2__claude-sonnet-5__ReynoldsConsumerProductsInc_20200121_S-1__Cap-On-Liability.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,easy,Expiration Date,long,18608,1/21/05,01/21/2005,,,42625,16,end_turn,3.07,0.08541,results/raw/20260818T193424__qa-v2__claude-sonnet-5__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Expiration-Date.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,moderate,Termination For Convenience,long,18608,Yes,Yes,,,42616,13,end_turn,4.45,0.08536,results/raw/20260818T193428__qa-v2__claude-sonnet-5__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Termination-For-Convenience.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,hard,Ip Ownership Assignment,long,18608,No,No,,,42623,11,end_turn,2.89,0.08536,results/raw/20260818T193431__qa-v2__claude-sonnet-5__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Ip-Ownership-Assignment.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,easy,Governing Law,long,26789,[* * *],not specified,,,62077,13,end_turn,2.8,0.12428,results/raw/20260818T193434__qa-v2__claude-sonnet-5__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Governing-Law.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,moderate,Termination For Convenience,long,26789,Yes,Yes,,,62088,13,end_turn,4.91,0.12431,results/raw/20260818T193439__qa-v2__claude-sonnet-5__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Termination-For-Convenience.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,hard,Cap On Liability,long,26789,Yes,No,,,62106,11,end_turn,1.78,0.12432,results/raw/20260818T193441__qa-v2__claude-sonnet-5__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Cap-On-Liability.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,easy,Expiration Date,long,35339,7/29/12,07/29/2012,,,82092,16,end_turn,3.19,0.16434,results/raw/20260818T193444__qa-v2__claude-sonnet-5__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Expiration-Date.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,moderate,Termination For Convenience,long,35339,No,No,,,82083,11,end_turn,1.82,0.16428,results/raw/20260818T193446__qa-v2__claude-sonnet-5__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Termination-For-Convenience.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,hard,Ip Ownership Assignment,long,35339,No,No,,,82090,11,end_turn,2.09,0.16429,results/raw/20260818T193448__qa-v2__claude-sonnet-5__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Ip-Ownership-Assignment.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,easy,Governing Law,long,38518,Delaware,Delaware,,,86783,14,end_turn,4.18,0.17371,results/raw/20260818T193452__qa-v2__claude-sonnet-5__HarpoonTherapeuticsInc_20200312_10-K_EX-__Governing-Law.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,moderate,Termination For Convenience,long,38518,Yes,Yes,,,86794,13,end_turn,2.22,0.17372,results/raw/20260818T193454__qa-v2__claude-sonnet-5__HarpoonTherapeuticsInc_20200312_10-K_EX-__Termination-For-Convenience.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,hard,Cap On Liability,long,38518,Yes,No,,,86812,11,end_turn,4.1,0.17373,results/raw/20260818T193459__qa-v2__claude-sonnet-5__HarpoonTherapeuticsInc_20200312_10-K_EX-__Cap-On-Liability.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,easy,Expiration Date,long,45650,,not specified,,,102150,13,end_turn,6.55,0.20443,results/raw/20260818T193505__qa-v2__claude-sonnet-5__PhasebioPharmaceuticalsInc_20200330_10-K__Expiration-Date.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,moderate,Termination For Convenience,long,45650,No,Yes,,,102141,13,end_turn,3.16,0.20441,results/raw/20260818T193508__qa-v2__claude-sonnet-5__PhasebioPharmaceuticalsInc_20200330_10-K__Termination-For-Convenience.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,hard,Ip Ownership Assignment,long,45650,Yes,Yes,,,102148,13,end_turn,3.57,0.20443,results/raw/20260818T193512__qa-v2__claude-sonnet-5__PhasebioPharmaceuticalsInc_20200330_10-K__Ip-Ownership-Assignment.txt
