contract,tier,category,stratum,word_count,gold_answer,model_answer,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,moderate,Termination For Convenience,long,10213,Yes,Yes,,,14400.0,60.0,stop,3.82,0.02952,results/raw/20260818T193413__qa-v2__gpt-5.6-terra__PareteumCorp_20081001_8-K_EX-99.1_265480__Termination-For-Convenience.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,hard,Ip Ownership Assignment,long,10213,No,No,,,14407.0,8.0,stop,5.84,0.02891,results/raw/20260818T193419__qa-v2__gpt-5.6-terra__PareteumCorp_20081001_8-K_EX-99.1_265480__Ip-Ownership-Assignment.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,moderate,Termination For Convenience,long,10256,Yes,Yes,,,14424.0,8.0,stop,4.71,0.02894,results/raw/20260818T193428__qa-v2__gpt-5.6-terra__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Termination-For-Convenience.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,easy,Expiration Date,long,10705,3/31/03,03/31/2003,,,14794.0,13.0,stop,4.31,0.02974,results/raw/20260818T193437__qa-v2__gpt-5.6-terra__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Expiration-Date.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,moderate,Termination For Convenience,long,10705,No,No,,,14786.0,8.0,stop,8.58,0.02967,results/raw/20260818T193446__qa-v2__gpt-5.6-terra__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Termination-For-Convenience.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,hard,Ip Ownership Assignment,long,10705,No,Yes,,,14793.0,8.0,stop,4.42,0.02968,results/raw/20260818T193450__qa-v2__gpt-5.6-terra__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Ip-Ownership-Assignment.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,easy,Governing Law,long,12904,New York,"New York, United States of America",,,17527.0,14.0,stop,6.83,0.03522,results/raw/20260818T193457__qa-v2__gpt-5.6-terra__ScansourceInc_20190822_10-K_EX-10.38_117__Governing-Law.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,moderate,Termination For Convenience,long,12904,Yes,Yes,,,17530.0,8.0,stop,9.22,0.03516,results/raw/20260818T193506__qa-v2__gpt-5.6-terra__ScansourceInc_20190822_10-K_EX-10.38_117__Termination-For-Convenience.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,hard,Cap On Liability,long,12904,Yes,Yes,,,17541.0,8.0,stop,5.59,0.03518,results/raw/20260818T193512__qa-v2__gpt-5.6-terra__ScansourceInc_20190822_10-K_EX-10.38_117__Cap-On-Liability.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,easy,Expiration Date,long,15095,4/18/25,09/30/2026,,,19842.0,63.0,stop,11.06,0.04044,results/raw/20260818T193523__qa-v2__gpt-5.6-terra__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Expiration-Date.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,hard,Ip Ownership Assignment,long,15095,No,No,,,19841.0,8.0,stop,6.78,0.03978,results/raw/20260818T193532__qa-v2__gpt-5.6-terra__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Ip-Ownership-Assignment.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,moderate,Termination For Convenience,long,17207,Yes,No,,,23557.0,81.0,stop,2.54,0.04809,results/raw/20260818T193544__qa-v2__gpt-5.6-terra__ReynoldsConsumerProductsInc_20200121_S-1__Termination-For-Convenience.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,easy,Expiration Date,long,18608,1/21/05,01/21/2005,,,25942.0,49.0,stop,11.74,0.05247,results/raw/20260818T193606__qa-v2__gpt-5.6-terra__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Expiration-Date.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,moderate,Termination For Convenience,long,18608,Yes,Yes,,,25934.0,8.0,stop,10.97,0.05196,results/raw/20260818T193617__qa-v2__gpt-5.6-terra__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Termination-For-Convenience.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,hard,Ip Ownership Assignment,long,18608,No,Yes,,,25941.0,8.0,stop,12.21,0.05198,results/raw/20260818T193630__qa-v2__gpt-5.6-terra__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Ip-Ownership-Assignment.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,easy,Governing Law,long,26789,[* * *],not specified,,,37076.0,30.0,stop,10.83,0.07451,results/raw/20260818T193640__qa-v2__gpt-5.6-terra__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Governing-Law.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,hard,Cap On Liability,long,26789,Yes,No,,,37090.0,8.0,stop,12.22,0.07428,results/raw/20260818T193700__qa-v2__gpt-5.6-terra__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Cap-On-Liability.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,easy,Expiration Date,long,35339,7/29/12,07/29/2012,,,50033.0,13.0,stop,19.66,0.10022,results/raw/20260818T193719__qa-v2__gpt-5.6-terra__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Expiration-Date.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,moderate,Termination For Convenience,long,35339,No,No,,,50025.0,8.0,stop,13.71,0.10015,results/raw/20260818T193733__qa-v2__gpt-5.6-terra__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Termination-For-Convenience.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,hard,Ip Ownership Assignment,long,35339,No,No,,,50032.0,8.0,stop,25.79,0.10016,results/raw/20260818T193759__qa-v2__gpt-5.6-terra__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Ip-Ownership-Assignment.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,easy,Governing Law,long,38518,Delaware,Delaware,,,53514.0,9.0,stop,21.53,0.10714,results/raw/20260818T193821__qa-v2__gpt-5.6-terra__HarpoonTherapeuticsInc_20200312_10-K_EX-__Governing-Law.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,moderate,Termination For Convenience,long,38518,Yes,Yes,,,53517.0,37.0,stop,21.63,0.10748,results/raw/20260818T193842__qa-v2__gpt-5.6-terra__HarpoonTherapeuticsInc_20200312_10-K_EX-__Termination-For-Convenience.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,hard,Cap On Liability,long,38518,Yes,No,,,53528.0,58.0,stop,22.06,0.10775,results/raw/20260818T193904__qa-v2__gpt-5.6-terra__HarpoonTherapeuticsInc_20200312_10-K_EX-__Cap-On-Liability.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,easy,Expiration Date,long,45650,,not specified,,,62739.0,45.0,stop,25.15,0.12602,results/raw/20260818T193929__qa-v2__gpt-5.6-terra__PhasebioPharmaceuticalsInc_20200330_10-K__Expiration-Date.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,moderate,Termination For Convenience,long,45650,No,Yes,,,62731.0,42.0,stop,24.36,0.12597,results/raw/20260818T193954__qa-v2__gpt-5.6-terra__PhasebioPharmaceuticalsInc_20200330_10-K__Termination-For-Convenience.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,hard,Ip Ownership Assignment,long,45650,Yes,Yes,,,62738.0,8.0,stop,24.96,0.12557,results/raw/20260818T194019__qa-v2__gpt-5.6-terra__PhasebioPharmaceuticalsInc_20200330_10-K__Ip-Ownership-Assignment.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,easy,Governing Law,medium,5880,New York,New York,,,8413.0,9.0,stop,1.69,0.01693,results/raw/20260818T194045__qa-v2__gpt-5.6-terra__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Governing-Law.txt
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",easy,Governing Law,medium,7145,England,England,,,9726.0,8.0,stop,1.7,0.01955,"results/raw/20260818T194047__qa-v2__gpt-5.6-terra__Columbia_Laboratories,_(Bermuda)_Ltd._-___Governing-Law.txt"
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,easy,Expiration Date,medium,7337,12/23/24,12/23/2024,,,10208.0,48.0,stop,1.84,0.02099,results/raw/20260818T194049__qa-v2__gpt-5.6-terra__LegacyEducationAllianceInc_20200330_10-K__Expiration-Date.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,hard,Ip Ownership Assignment,medium,7965,No,No,,,10733.0,8.0,stop,2.54,0.02156,results/raw/20260818T194051__qa-v2__gpt-5.6-terra__PenntexMidstreamPartnersLp_20150416_S-1A__Ip-Ownership-Assignment.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,moderate,Termination For Convenience,long,9243,Yes,Yes,,,14873.0,8.0,stop,1.93,0.02984,results/raw/20260818T194053__qa-v2__gpt-5.6-terra__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Termination-For-Convenience.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,easy,Expiration Date,long,10213,,not specified,,,14408.0,31.0,stop,2.18,0.02919,results/raw/20260818T194055__qa-v2__gpt-5.6-terra__PareteumCorp_20081001_8-K_EX-99.1_265480__Expiration-Date.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,easy,Governing Law,long,10256,Delaware,"Delaware, United States of America",,,14421.0,14.0,stop,1.95,0.02901,results/raw/20260818T194057__qa-v2__gpt-5.6-terra__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Governing-Law.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,hard,Cap On Liability,long,10256,Yes,No,,,14435.0,8.0,stop,1.64,0.02897,results/raw/20260818T194059__qa-v2__gpt-5.6-terra__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Cap-On-Liability.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,moderate,Termination For Convenience,long,15095,Yes,Yes,,,19834.0,72.0,stop,7.04,0.04053,results/raw/20260818T194106__qa-v2__gpt-5.6-terra__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Termination-For-Convenience.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,easy,Governing Law,long,17207,Illinois,Illinois,,,23554.0,8.0,stop,6.18,0.0472,results/raw/20260818T194112__qa-v2__gpt-5.6-terra__ReynoldsConsumerProductsInc_20200121_S-1__Governing-Law.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,hard,Cap On Liability,long,17207,Yes,Yes,,,23568.0,8.0,stop,12.53,0.04723,results/raw/20260818T194125__qa-v2__gpt-5.6-terra__ReynoldsConsumerProductsInc_20200121_S-1__Cap-On-Liability.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,moderate,Termination For Convenience,long,26789,Yes,Yes,,,37079,8,stop,2.37,0.07425,results/raw/20260818T194303__qa-v2__gpt-5.6-terra__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Termination-For-Convenience.txt
