contract,tier,category,stratum,word_count,gold_answer,model_answer,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,easy,Governing Law,long,9608,Delaware,Delaware,,,13535,12,stop,5.89,0.02721,results/raw/20260819T215639__qa-v2__gemini-3.1-pro__CerenceInc_20191002_8-K_EX-10.4_11827494__Governing-Law.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,moderate,Termination For Convenience,long,9608,Yes,No,,,13537,11,stop,7.75,0.02721,results/raw/20260819T215646__qa-v2__gemini-3.1-pro__CerenceInc_20191002_8-K_EX-10.4_11827494__Termination-For-Convenience.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,hard,Cap On Liability,long,9608,Yes,No,,,13549,11,stop,8.16,0.02723,results/raw/20260819T215655__qa-v2__gemini-3.1-pro__CerenceInc_20191002_8-K_EX-10.4_11827494__Cap-On-Liability.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,easy,Expiration Date,long,10213,,not specified,,,15094,12,stop,6.09,0.03033,results/raw/20260819T215701__qa-v2__gemini-3.1-pro__PareteumCorp_20081001_8-K_EX-99.1_265480__Expiration-Date.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,moderate,Termination For Convenience,long,10213,Yes,Yes,,,15083,11,stop,6.4,0.0303,results/raw/20260819T215707__qa-v2__gemini-3.1-pro__PareteumCorp_20081001_8-K_EX-99.1_265480__Termination-For-Convenience.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,hard,Ip Ownership Assignment,long,10213,No,No,,,15090,11,stop,5.84,0.03031,results/raw/20260819T215713__qa-v2__gemini-3.1-pro__PareteumCorp_20081001_8-K_EX-99.1_265480__Ip-Ownership-Assignment.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,easy,Governing Law,long,10256,Delaware,Delaware,,,14568,12,stop,13.8,0.02928,results/raw/20260819T215727__qa-v2__gemini-3.1-pro__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Governing-Law.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,moderate,Termination For Convenience,long,10256,Yes,Yes,,,14570,11,stop,6.29,0.02927,results/raw/20260819T215733__qa-v2__gemini-3.1-pro__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Termination-For-Convenience.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,hard,Cap On Liability,long,10256,Yes,No,,,14582,11,stop,19.8,0.0293,results/raw/20260819T215753__qa-v2__gemini-3.1-pro__EtonPharmaceuticalsInc_20191114_10-Q_EX-__Cap-On-Liability.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,easy,Expiration Date,long,10705,3/31/03,03/31/2003,,,14774,20,stop,4.35,0.02979,results/raw/20260819T215757__qa-v2__gemini-3.1-pro__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Expiration-Date.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,moderate,Termination For Convenience,long,10705,No,No,,,14763,11,stop,7.64,0.02966,results/raw/20260819T215805__qa-v2__gemini-3.1-pro__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Termination-For-Convenience.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,hard,Ip Ownership Assignment,long,10705,No,No,,,14770,11,stop,8.33,0.02967,results/raw/20260819T215813__qa-v2__gemini-3.1-pro__VERTICALNETINC_04_01_2002-EX-10.19-MAINT__Ip-Ownership-Assignment.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,easy,Governing Law,long,12904,New York,New York,,,18175,12,stop,5.02,0.03649,results/raw/20260819T215818__qa-v2__gemini-3.1-pro__ScansourceInc_20190822_10-K_EX-10.38_117__Governing-Law.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,moderate,Termination For Convenience,long,12904,Yes,Yes,,,18177,11,stop,4.42,0.03649,results/raw/20260819T215823__qa-v2__gemini-3.1-pro__ScansourceInc_20190822_10-K_EX-10.38_117__Termination-For-Convenience.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,hard,Cap On Liability,long,12904,Yes,Yes,,,18189,11,stop,5.21,0.03651,results/raw/20260819T215828__qa-v2__gemini-3.1-pro__ScansourceInc_20190822_10-K_EX-10.38_117__Cap-On-Liability.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,easy,Expiration Date,long,15095,4/18/25,09/30/2026,,,19665,20,stop,5.8,0.03957,results/raw/20260819T215834__qa-v2__gemini-3.1-pro__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Expiration-Date.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,moderate,Termination For Convenience,long,15095,Yes,Yes,,,19654,11,stop,5.83,0.03944,results/raw/20260819T215840__qa-v2__gemini-3.1-pro__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Termination-For-Convenience.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,hard,Ip Ownership Assignment,long,15095,No,not specified,,,19661,12,stop,6.52,0.03947,results/raw/20260819T215846__qa-v2__gemini-3.1-pro__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29___Ip-Ownership-Assignment.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,easy,Governing Law,long,17207,Illinois,Illinois,,,25035,11,stop,4.19,0.0502,results/raw/20260819T215850__qa-v2__gemini-3.1-pro__ReynoldsConsumerProductsInc_20200121_S-1__Governing-Law.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,moderate,Termination For Convenience,long,17207,Yes,No,,,25037,11,stop,11.49,0.05021,results/raw/20260819T215902__qa-v2__gemini-3.1-pro__ReynoldsConsumerProductsInc_20200121_S-1__Termination-For-Convenience.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,hard,Cap On Liability,long,17207,Yes,Yes,,,25049,11,stop,4.7,0.05023,results/raw/20260819T215907__qa-v2__gemini-3.1-pro__ReynoldsConsumerProductsInc_20200121_S-1__Cap-On-Liability.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,easy,Expiration Date,long,18608,1/21/05,01/21/2005,,,26412,20,stop,3.96,0.05306,results/raw/20260819T215911__qa-v2__gemini-3.1-pro__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Expiration-Date.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,moderate,Termination For Convenience,long,18608,Yes,Yes,,,26401,11,stop,5.25,0.05293,results/raw/20260819T215916__qa-v2__gemini-3.1-pro__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Termination-For-Convenience.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,hard,Ip Ownership Assignment,long,18608,No,Yes,,,26408,11,stop,6.58,0.05295,results/raw/20260819T215922__qa-v2__gemini-3.1-pro__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG__Ip-Ownership-Assignment.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,easy,Governing Law,long,26789,[* * *],not specified,,,37759,12,stop,5.42,0.07566,results/raw/20260819T215928__qa-v2__gemini-3.1-pro__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Governing-Law.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,moderate,Termination For Convenience,long,26789,Yes,Yes,,,37761,11,stop,6.09,0.07565,results/raw/20260819T215934__qa-v2__gemini-3.1-pro__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Termination-For-Convenience.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,hard,Cap On Liability,long,26789,Yes,No,,,37773,11,stop,11.2,0.07568,results/raw/20260819T215945__qa-v2__gemini-3.1-pro__DovaPharmaceuticalsInc_20181108_10-Q_EX-__Cap-On-Liability.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,easy,Expiration Date,long,35339,7/29/12,07/29/2012,,,49642,20,stop,7.4,0.09952,results/raw/20260819T215953__qa-v2__gemini-3.1-pro__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Expiration-Date.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,moderate,Termination For Convenience,long,35339,No,No,,,49631,11,stop,6.01,0.09939,results/raw/20260819T215959__qa-v2__gemini-3.1-pro__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Termination-For-Convenience.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,hard,Ip Ownership Assignment,long,35339,No,No,,,49638,11,stop,7.02,0.09941,results/raw/20260819T220006__qa-v2__gemini-3.1-pro__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T__Ip-Ownership-Assignment.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,easy,Governing Law,long,38518,Delaware,Delaware,,,54964,12,stop,5.78,0.11007,results/raw/20260819T220011__qa-v2__gemini-3.1-pro__HarpoonTherapeuticsInc_20200312_10-K_EX-__Governing-Law.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,moderate,Termination For Convenience,long,38518,Yes,Yes,,,54966,11,stop,4.0,0.11006,results/raw/20260819T220015__qa-v2__gemini-3.1-pro__HarpoonTherapeuticsInc_20200312_10-K_EX-__Termination-For-Convenience.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,hard,Cap On Liability,long,38518,Yes,No,,,54978,11,stop,11.77,0.11009,results/raw/20260819T220027__qa-v2__gemini-3.1-pro__HarpoonTherapeuticsInc_20200312_10-K_EX-__Cap-On-Liability.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,easy,Expiration Date,long,45650,,not specified,,,64129,12,stop,5.65,0.1284,results/raw/20260819T220033__qa-v2__gemini-3.1-pro__PhasebioPharmaceuticalsInc_20200330_10-K__Expiration-Date.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,moderate,Termination For Convenience,long,45650,No,Yes,,,64118,11,stop,4.21,0.12837,results/raw/20260819T220037__qa-v2__gemini-3.1-pro__PhasebioPharmaceuticalsInc_20200330_10-K__Termination-For-Convenience.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,hard,Ip Ownership Assignment,long,45650,Yes,Yes,,,64125,11,stop,4.8,0.12838,results/raw/20260819T220042__qa-v2__gemini-3.1-pro__PhasebioPharmaceuticalsInc_20200330_10-K__Ip-Ownership-Assignment.txt
