contract,stratum,word_count,strict_json_ok,parse_error,fields_ok,brief_json,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,medium,7337,True,,True,"{""parties"": [""T&B Seminars, Inc. (licensor)"", ""Legacy Education Alliance Holdings, Inc. (licensee)""], ""purpose"": ""This agreement grants LEA an exclusive worldwide license to use T&B's intellectual property, including Tarek El Moussa's name, image, and likeness, to develop and operate a branded real estate education seminar business."", ""key_obligations"": [""LEA must pay T&B base and marketing royalties based on Cash Sales, with a minimum guaranteed royalty of $200,000 per month starting in the seventh month."", ""LEA must provide administrative and operational services for the business, including marketing, event planning, sales, and class fulfillment."", ""T&B must provide marketing support, including images, videos, copy, and personal appearances by Tarek El Moussa (six per year, plus up to ten 'big stage' events)."", ""T&B must not grant third-party licenses in the Exclusive Field of Use during the Term."", ""LEA must not contract with Christina Anstead during the Term."", ""Both parties must maintain confidentiality of each other's Confidential Information."", ""LEA must maintain insurance coverage of at least $10 million per occurrence and aggregate, naming T&B and Tarek El Moussa as additional insureds.""], ""term"": ""Initial term of 5 years, automatically renewable for successive 5-year terms unless either party gives 90 days' written notice before the end of a term. T&B may terminate after the first year if Cash Sales benchmarks are not met."", ""risks"": [""LEA has exclusive worldwide rights, and T&B is restricted from licensing or selling similar products in the Exclusive Field of Use during the Term."", ""T&B can terminate the agreement if monthly royalty payments do not exceed the minimum guaranteed royalty for six consecutive months."", ""LEA must pay a minimum guaranteed royalty of $200,000 per month regardless of actual sales, starting in the seventh month."", ""LEA indemnifies T&B for claims arising from promotion, distribution, or sale of products, including regulatory actions, and must maintain high insurance limits."", ""The agreement includes a broad confidentiality clause with injunctive relief for breach."", ""Upon termination, LEA has only a 6-month sell-off period to fulfill customer commitments, after which it must cease using the licensed marks."", ""The agreement is governed by New York law, which may be unfamiliar to the parties."", ""There is no liability cap for breaches of confidentiality or indemnification obligations, and consequential damages are excluded except for third-party claims.""]}",,10435,523,stop,5.75,0.00792,results/raw/20260825T121110__summary__deepseek-v4-pro__LegacyEducationAllianceInc_20200330_10-K.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,7663,True,,True,"{""parties"": [""Johnson Matthey Catalog Company, Inc. d/b/a Alfa Aesar (exclusive distributor)"", ""Nanophase Technologies Corporation (manufacturer/supplier)""], ""purpose"": ""This agreement appoints Alfa Aesar as the exclusive worldwide distributor of Nanophase Technologies' nanomaterials and dispersions in research quantities for research purposes, with Nanophase retaining rights to sell commercial quantities and provide free samples."", ""key_obligations"": [""Alfa Aesar: use reasonable efforts to promote, market, sell and distribute research quantities of the products worldwide; purchase all its requirements of such products exclusively from Nanophase; repackage products into research sample quantities; maintain sufficient stocks."", ""Nanophase: sell products to Alfa Aesar at the agreed prices; accept purchase orders unless rejected within 3 days; ship products FOB/FCA; provide training and marketing/technical support; pay referral commissions on sales referred by Alfa Aesar."", ""Both parties: comply with confidentiality obligations; maintain comprehensive general liability insurance of at least $2,000,000; indemnify the other for certain breaches and misconduct.""], ""term"": ""Initial term of 5 years from October 24, 2005, automatically renewing for additional 2-year terms unless either party gives 6 months' notice of non-renewal; terminable for material breach (60 days' cure), insolvency, or by either party for any reason with 6 months' notice."", ""risks"": [""Alfa Aesar has exclusive distribution rights but must purchase all its requirements exclusively from Nanophase, restricting sourcing alternatives."", ""Nanophase retains rights to sell commercial quantities and provide free samples, potentially competing with Alfa Aesar's sales."", ""Alfa Aesar may be liable for indemnification to Nanophase for its breach of warranties, gross negligence, or willful misconduct."", ""The agreement includes a broad confidentiality clause with limited exceptions and requires return of confidential information upon termination."", ""Termination allows Alfa Aesar to sell remaining inventory but also imposes obligations that survive termination, such as referral commissions and indemnities."", ""Disputes are subject to binding arbitration, with exceptions for certain IP and confidentiality claims, and the arbitration location is the respondent's location.""]}",,10664,465,stop,5.33,0.00796,results/raw/20260825T121117__summary__deepseek-v4-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,medium,7965,True,,True,"{""parties"": [""PennTex North Louisiana Operating, LLC (Transporter)"", ""MRD Operating LLC (Customer)""], ""purpose"": ""This agreement provides for the transportation of natural gas on Transporter's pipeline system, with Transporter receiving Customer Gas at designated points and delivering equivalent quantities to specified delivery points, subject to firm and interruptible service terms."", ""key_obligations"": [""Transporter: Provide firm transportation service for up to 400,000 MMBtu per day of Customer Gas, and interruptible service for excess quantities, delivering equivalent quantities at the Points of Delivery."", ""Customer: Deliver or cause delivery of all owned or controlled residue gas from the Plants to the Transportation System during the Term."", ""Customer: Pay a transportation fee of $0.04 per MMBtu for all gas received and delivered, plus any other agreed fees for compression services."", ""Customer: Accept delivery of equivalent quantities of gas at the Points of Delivery."", ""Customer: Maintain a balanced position and comply with nomination and confirmation procedures, with imbalances cashed out monthly."", ""Customer: Provide performance assurance (e.g., letter of credit, prepayment, or guarantee) if requested due to non-payment.""], ""term"": ""Commences on the Effective Date (April 14, 2015) and continues for 15 Contract Years, then continues until terminated by either party with 30 days' prior written notice."", ""risks"": [""Customer has no minimum volume obligation, but must still pay fees for services provided."", ""Transporter may curtail service on a pro rata basis for force majeure, maintenance, or safety, and may interrupt interruptible service for any reason."", ""Customer indemnifies Transporter for claims arising from Customer's breach of warranties, but not for Transporter's gross negligence or willful misconduct."", ""Both parties waive consequential, incidental, punitive, and indirect damages, except for third-party claims subject to indemnification."", ""Transporter may suspend service if Customer fails to pay undisputed amounts after 10 days' notice, and may require performance assurance."", ""Customer's assignment rights are limited; assignment to a third party requires Transporter's consent and creditworthiness approval.""]}",,11117,447,stop,5.02,0.00822,results/raw/20260825T121124__summary__deepseek-v4-pro__PenntexMidstreamPartnersLp_20150416_S-1A.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,long,8396,True,,True,"{""parties"": [""Corio Inc. (licensee/host)"", ""Commerce One, Inc. (licensor)""], ""purpose"": ""This agreement grants Corio a license to host and sublicense Commerce One's proprietary software (Hosted BuySite) and related MarketSite.net services to Corio's customers, with joint marketing and support arrangements."", ""key_obligations"": [""Commerce One: grant Corio perpetual, nonexclusive licenses to reproduce, install, host, and sublicense the Software and MarketSite.net Service to Customers in the Territory."", ""Corio: pay license fees, annual maintenance and support fees, MarketSite.net access fees, and revenue-sharing fees as set out in Exhibit B."", ""Corio: secure end user license agreements from Software Users containing minimum terms in Exhibit E."", ""Commerce One: deliver the Software, provide Updates/Upgrades, support and maintenance per Exhibit C, and provide installation, implementation, and training services."", ""Both parties: engage in joint marketing and sales activities per Exhibit D, and maintain confidentiality per Section 10.""], ""term"": ""Initial term of 5 years from the Effective Date (October 29, 1999), automatically renewing for successive 1-year periods unless either party gives at least 30 days' written notice before expiration."", ""risks"": [""Corio's license is nonexclusive and nontransferable (except with consent or in merger/acquisition), and Corio cannot decompile or reverse engineer the Software."", ""Commerce One's liability is capped at fees paid by Corio in the 12 months preceding a claim, and both parties exclude consequential damages (except for indemnification claims under Section 8)."", ""Commerce One has broad indemnification obligations for IP infringement, but Corio must promptly notify and tender control of defense; Commerce One may terminate the agreement and refund a pro-rated fee if infringement cannot be cured."", ""Corio must pay revenue-sharing fees on Application Management Revenue, with limitations and exclusions detailed in Exhibit B."", ""Source code escrow release conditions are limited to Commerce One's dissolution or repeated uncured breach of support obligations, and Corio bears escrow costs."", ""The agreement contains a covenant not to sue for patent infringement related to jointly developed 'Developments', but ownership of jointly developed IP is to be negotiated separately."", ""Corio may assign the agreement without consent in a merger/acquisition unless the acquirer is a direct competitor of Commerce One, in which case consent is required.""]}",,12124,508,stop,5.72,0.00901,results/raw/20260825T121129__summary__deepseek-v4-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND_.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,long,9243,True,,True,"{""parties"": [""ENERGY XXI GULF COAST, INC. (Shipper)"", ""ENERGY XXI USA, INC. (Transporter)""], ""purpose"": ""This agreement sets out the terms under which Transporter will transport Shipper's Crude Petroleum on Transporter's Grand Isle Gathering System from designated Receipt Points to a Delivery Point at Grand Isle, in exchange for transportation charges."", ""key_obligations"": [""Shipper must nominate Crude Petroleum for transportation in writing by the 25th day of the month preceding the month of transport, and must comply with quality and pressure specifications."", ""Transporter must accept and transport Shipper's Crude Petroleum and redeliver it at the Delivery Point, subject to deductions for losses."", ""Shipper must pay transportation rates and other charges as set out in Exhibit A, including handling charges for excess BS&W and disposal fees."", ""Shipper must provide or arrange for pumping equipment and other facilities to deliver Crude Petroleum to the Gathering System, and must allow Transporter access to platforms for inspection and maintenance."", ""Shipper must participate in the Gravity Bank and make or receive adjustments based on gravity differentials."", ""Shipper must provide line fill and tank bottom inventory as required by Transporter."", ""Shipper must indemnify Transporter for certain claims and losses, and Transporter must indemnify Shipper for certain claims and losses."", ""Both parties must maintain confidentiality of the agreement and related information.""], ""term"": ""Commences on the Effective Date (March 11, 2015) and continues until terminated by either party upon 30 days' prior written notice."", ""risks"": [""Transporter has broad discretion to shut down operations for safety, operational integrity, or maintenance, with no liability to Shipper for such shutdowns."", ""Transporter may reject shipments that do not meet quality specifications or contain contaminants, and Shipper bears liability for contamination, including disposal costs and claims from third parties."", ""Transporter has a lien on all Crude Petroleum in its possession to secure payment, and may sell the Crude Petroleum at a private sale if Shipper fails to pay undisputed charges."", ""Shipper's obligation to pay transportation charges is not excused by Force Majeure, even if the Force Majeure affects Transporter."", ""Shipper may not assign its rights without Transporter's consent, which may be withheld in Transporter's sole discretion, while Transporter may assign freely."", ""The agreement includes a mutual waiver of consequential and punitive damages, but this does not apply to indemnification obligations for third-party claims."", ""The agreement is governed by Texas law and disputes must be brought in Harris County, Texas, with a jury trial waiver.""]}",,14538,556,stop,6.02,0.0107,results/raw/20260825T121137__summary__deepseek-v4-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,long,9608,True,,True,"{""parties"": [""Nuance Communications, Inc. (licensor to SpinCo; licensee from SpinCo)"", ""Cerence Inc. (SpinCo) (licensee from Nuance; licensor to Nuance)""], ""purpose"": ""This agreement records the assignment of intellectual property between Nuance and SpinCo in connection with a spin-off, and grants cross-licenses of patents, technology, and other IP for each party's respective field of use."", ""key_obligations"": [""Nuance grants SpinCo a non-exclusive, perpetual, irrevocable license under Nuance Patents, Nuance Shared Technology Assets, and other Nuance IP for the SpinCo Field of Use."", ""SpinCo grants Nuance a non-exclusive, perpetual, irrevocable license under SpinCo Patents, SpinCo Shared Technology Assets, and other SpinCo IP for the Nuance Field of Use."", ""Each party must execute and file intellectual property assignment agreements to record transfers of IP ownership as allocated under the Separation Agreement."", ""Each party must cooperate to release security interests on assigned IP."", ""SpinCo must not challenge Nuance's IP rights or use Nuance Shared Technology Assets in prohibited ways (e.g., reverse engineering, open source incorporation)."", ""Nuance must not challenge SpinCo's IP rights or use SpinCo Shared Technology Assets in prohibited ways (e.g., reverse engineering, open source incorporation)."", ""Each party must keep the other's Confidential Technical Information confidential and only disclose to permitted recipients."", ""Each party must comply with import/export control laws.""], ""term"": ""Perpetual and irrevocable licenses; the agreement may be terminated by mutual written agreement or by Nuance prior to the Distribution; otherwise no fixed term is specified."", ""risks"": [""Licenses are granted on an 'as is' basis with no warranties of merchantability, fitness, title, or non-infringement."", ""Each party disclaims liability for indirect, special, punitive, or consequential damages."", ""The agreement includes non-assert and non-challenge covenants that restrict each party from contesting the other's IP."", ""Assignment of the agreement or licenses requires consent except in cases of merger or sale of substantially all assets, with conditions."", ""Divested entities retain licenses only if they and any acquirer sign a written undertaking within 90 days."", ""The agreement does not grant rights to OEM Technology, which is subject to separate agreements."", ""No obligation to prosecute or maintain patents is imposed on either party.""]}",,13519,509,stop,5.27,0.00993,results/raw/20260825T121143__summary__deepseek-v4-pro__CerenceInc_20191002_8-K_EX-10.4_11827494.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,long,10213,True,,True,"{""parties"": [""Elephant Talk Communication Holding AG (MVNE/hosted party)"", ""T-Mobile Netherlands B.V. (network operator/hosting provider)""], ""purpose"": ""T-Mobile provides wholesale mobile network hosting services to Elephant Talk, enabling Elephant Talk to offer mobile telecommunications services to its own customers (MVNO/ESP/SP model) using the T-Mobile network in the Netherlands."", ""key_obligations"": [""T-Mobile: provide hosting services as described in Appendix 1, from the Ready for Service Date, in accordance with service levels (Appendix 6)."", ""Elephant Talk: pay development costs and service fees as set out in Appendix 2 and article 9."", ""Elephant Talk: provide quarterly forecasts of usage (Appendix 4)."", ""Elephant Talk: comply with data protection and privacy laws, and ensure its customers do so."", ""Elephant Talk: maintain its own customer support organization; T-Mobile provides second-line support."", ""Elephant Talk: not to provide hosting services to certain excluded categories of customers without T-Mobile's approval (article 2.5)."", ""Elephant Talk: implement and maintain its infrastructure in accordance with technical specifications (Appendix 11)."", ""T-Mobile: support lawful interception obligations (Appendix 5).""], ""term"": ""Initial term of *** from Commercial Launch Date; renewable for consecutive *** periods unless terminated with *** notice; termination notice required before end of initial term."", ""risks"": [""Elephant Talk has exclusivity restriction: cannot enter into similar hosting agreements with other *** in the Netherlands during initial term (article 2.3)."", ""Elephant Talk bears risk of fraud, high usage, and non-payment by its customers (article 9.2.11)."", ""T-Mobile may suspend or terminate hosting services for certain reasons (e.g., fraud, maintenance) without liability (article 13)."", ""Liability is capped: for direct damage to property or personal injury up to *** per event and *** per 12 months; for material breach up to *** or *** (whichever higher) per 12 months (article 12.1)."", ""No liability for indirect or consequential loss (article 12.2)."", ""Elephant Talk must indemnify T-Mobile against claims from its customers or third parties related to its contractual relationships (article 12.6)."", ""Elephant Talk must indemnify T-Mobile for IP infringement claims attributable to Elephant Talk (article 15.4)."", ""T-Mobile retains all IP rights in hosting services; Elephant Talk gets a limited licence (article 15.5-15.6)."", ""Confidentiality obligations survive termination for 2 years (article 11.5)."", ""Non-solicitation clause: neither party may solicit the other's employees for 1 year after termination, with penalty of 18 months' salary (article 20.5).""]}",,15378,608,stop,5.93,0.01135,results/raw/20260825T121151__summary__deepseek-v4-pro__PareteumCorp_20081001_8-K_EX-99.1_265480.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,long,10256,True,,True,"{""parties"": [""Eton Pharmaceuticals, Inc. (licensee)"", ""Aucta Pharmaceuticals, Inc. (licensor)""], ""purpose"": ""This agreement grants Eton an exclusive license to develop, market, and sell certain pharmaceutical products in the U.S. territory, with Aucta responsible for development and regulatory approval, and Eton paying licensing fees, milestones, and royalties."", ""key_obligations"": [""Aucta: grant Eton an exclusive license to the Products, Dossiers, and Aucta Background Intellectual Property for marketing in the Territory"", ""Aucta: be responsible for all development and manufacturing activities required for filing and approval of Dossiers"", ""Aucta: be responsible for all regulatory activities and hold/maintain the approved Dossiers"", ""Aucta: not research, develop, manufacture, file, sell, market, or distribute more than two products containing Lamotrigine during the Term and for two years thereafter"", ""Eton: pay licensing fees of up to $5,000,000 based on the schedule in Section 6.1"", ""Eton: pay commercial milestones of up to $18,000,000 based on Net Sales thresholds"", ""Eton: pay royalties on Net Sales, including a minimum royalty provision (redacted)"", ""Eton: use commercially reasonable efforts to Market the Products in the Territory"", ""Eton: be solely responsible for Marketing decisions and determine all terms and conditions of sale"", ""Eton: provide reports and pay royalties within 30 days after each Calendar Quarter"", ""Eton: perform interim and final true-up reconciliations of Net Sales deductions"", ""Both parties: maintain general liability insurance of at least $5,000,000 per occurrence and $10,000,000 aggregate"", ""Both parties: keep each other's Confidential Information confidential"", ""Both parties: cooperate in ANDA Litigation and share costs equally"", ""Both parties: not make public announcements without prior written consent of the other party""], ""term"": ""The Term begins upon the Effective Date (which requires Eton executing a commercial supply agreement within 45 days of Execution Date and FDA acceptance of the Dossier by September 2, 2019) and ends upon termination or expiration as set forth in Section 11. No renewal provisions are specified."", ""risks"": [""Eton has unilateral termination rights under Section 11.4(a) if the Dossier is not approved by December 31, 2020, and under Section 11.4(b) with 180 days' notice after approval"", ""If Aucta terminates for breach or bankruptcy, Eton must transfer all rights and licenses back to Aucta within 30 days, and Aucta may keep all payments made"", ""If Eton terminates under Section 11.4(a) or (b), Aucta may keep all payments and rights revert to Aucta"", ""Aucta has final decision-making authority in ANDA Litigation if disagreements are not resolved"", ""Aucta is solely responsible for patent prosecution and maintenance of Aucta Background Intellectual Property, but if Aucta contemplates abandoning patents, Eton may pursue them at its own cost"", ""The agreement includes a broad limitation of liability excluding indirect, special, incidental, consequential, or exemplary damages"", ""Aucta has a non-compete restriction limiting it to no more than two Lamotrigine products during the Term and for two years after"", ""The agreement includes indemnification obligations for each party, with Aucta indemnifying for manufacturing/regulatory issues and Eton for marketing/sales issues"", ""The agreement includes a force majeure clause allowing termination if a Force Majeure Event lasts 30 days or more, with a 60-day notice period"", ""The agreement includes a confidentiality clause that survives termination for 5 years""]}",,14657,795,stop,7.72,0.01125,results/raw/20260825T121200__summary__deepseek-v4-pro__EtonPharmaceuticalsInc_20191114_10-Q_EX-.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,long,10705,True,,True,"{""parties"": [""VerticalNet, Inc. (VNI) (licensor/provider)"", ""VerticalNet Enterprises LLC (VNE) (provider)"", ""Converge, Inc. (customer)""], ""purpose"": ""This agreement provides maintenance and support services for software products licensed under a separate Subscription License Agreement, including problem resolution, updates, and professional services."", ""key_obligations"": [""VNE must provide maintenance and support services (Level 2 and 3) for Supported Products, responding to Problem Reports and Support Requests per severity levels."", ""VNE must provide Maintenance Updates as generally available and deliver them to Converge."", ""VNE must provide Professional Services, including training, work plans, and enhancements as agreed."", ""Converge must pay fees: $4,500,000 in 18 monthly installments of $250,000, plus out-of-scope services and expenses."", ""Converge must provide Level 1 support, designate support personnel, and report problems with required information."", ""Converge must install Maintenance Updates within a reasonable time (generally not exceeding 90 days)."", ""Converge must provide remote access to servers for VNE to perform support."", ""Both parties must maintain confidentiality of each other's Confidential Information."", ""Both parties must not solicit each other's employees during term and one year after.""], ""term"": ""Initial Term from October 1, 2001 to March 31, 2003; renewable only by mutual written agreement for up to three one-year renewal terms. If services are incomplete at expiration, agreement continues for those services."", ""risks"": [""VNE's liability is capped at amounts paid for enhancements and for maintenance/support services during the three months preceding the claim; consequential damages are disclaimed."", ""Converge must pay for out-of-scope services at VNE's then-current rates if it requests services exceeding the Quarterly Allocation."", ""VNE owns all Converge-Requested Enhancements, and Converge grants VNE a broad license to any Converge-Independent Materials and Third-Party Materials incorporated."", ""Converge has no right to receive Source Code for Maintenance Updates or Enhancements unless otherwise agreed."", ""VNE may terminate the agreement upon Converge's failure to pay within 3 business days after notice, and the agreement automatically terminates if the Subscription License Agreement terminates."", ""Converge must reimburse VNE for travel expenses if remote access is unavailable, and for higher severity responses if the problem is not an Error."", ""The agreement contains a non-solicitation clause restricting hiring of each other's employees for one year after termination.""]}",,14917,538,stop,6.07,0.01091,results/raw/20260825T121208__summary__deepseek-v4-pro__VERTICALNETINC_04_01_2002-EX-10.19-MAINT.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,long,12904,True,,True,"{""parties"": [""ScanSource, Inc. (Distributor)"", ""Cisco Systems, Inc. (Cisco)""], ""purpose"": ""This agreement appoints ScanSource as a non-exclusive value added distributor of Cisco products and services to authorized resellers within the United States (excluding territories), setting terms for purchase, resale, support, and related obligations."", ""key_obligations"": [""Distributor must purchase and resell only authorized Cisco products and services to authorized resellers within the territory."", ""Distributor must pass through Cisco's limited warranties to resellers and not make additional warranties on Cisco's behalf."", ""Distributor must comply with Cisco's trademark usage policies and not acquire, use, promote, or resell non-genuine products."", ""Distributor must maintain accurate records and provide reports to Cisco as specified, including daily inventory reports and point-of-sale data."", ""Distributor must comply with all applicable laws, including export controls and anti-bribery laws."", ""Cisco must provide products at prices listed on the Value Added Distributor Price List and support services as described in Exhibit B."", ""Cisco must defend and indemnify Distributor against certain third-party IP infringement claims, subject to conditions."", ""Cisco must repurchase inventory upon termination by Cisco for convenience or by Distributor for Cisco's material breach, subject to conditions.""], ""term"": ""Commences on the Effective Date (January 22, 2007) and continues for two years, unless extended by written agreement or terminated earlier. Cisco may extend the term by written notice up to one year beyond the then-current expiration. Either party may terminate without cause with [*****] days' notice."", ""risks"": [""Cisco has unilateral termination rights for convenience with [*****] days' notice, and immediate termination for certain breaches (e.g., confidentiality, export)."", ""Distributor waives any claim to damages or indemnification upon termination, including loss of future profits or goodwill."", ""Cisco's liability is capped at the greater of [*****] or the money paid to Cisco for products/services during the [*****] period preceding the claim, and consequential damages are waived."", ""Distributor must indemnify Cisco for any warranties it makes beyond Cisco's standard warranty and for violations of applicable laws."", ""Cisco may terminate the agreement if Distributor or its parent is acquired by or acquires a competitor, or if a controlling interest is transferred."", ""Distributor is prohibited from purchasing products for resale from any source other than Cisco, except for returns from resellers."", ""Cisco may withhold warranty and support for unauthorized Cisco products unless they pass inspection and fees are paid."", ""Distributor must bear costs of returning obsolete product and inventory balance returns, and must comply with strict RMA procedures.""]}",,18467,579,stop,6.51,0.01333,results/raw/20260825T121216__summary__deepseek-v4-pro__ScansourceInc_20190822_10-K_EX-10.38_117.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,long,15095,True,,True,"{""parties"": [""Advantage Telecommunications Ltd (Party)"", ""Cable & Wireless Global Network Limited (Party)"", ""Cable & Wireless HKT International Limited (Terminal Party for Segment T3)"", ""China Telecom (Terminal Party for Segments T4 and T9)"", ""China United Telecommunications Corporation (Party)"", ""Chunghwa Telecom Co., Ltd. (Terminal Party for Segment T8)"", ""Concert Global Network Services, Ltd. (Party)"", ""Global One Communications Network, Inc. (Party)"", ""Japan Telecom Co., Ltd. (Party)"", ""KDD Corporation (Terminal Party for Segment T7)"", ""Korea Telecom (Terminal Party for Segment T5)"", ""KPN Telecom B.V. (Party)"", ""Layer 2 Communications Group Ltd. (Party)"", ""MCI International Telecommunications, Inc. (Party)"", ""Metromedia Fiber Network Services, Inc. (Party)"", ""New Century InfoComm Ltd., Preparatory Office (Party)"", ""NTT Communications Corporation (Terminal Party for Segment T6)"", ""Onelink Cable Network Limited (Party)"", ""Philippine Long Distance Telephone Company (Terminal Party for Segment T10)"", ""Singapore Telecommunications Limited (Terminal Party for Segment T1)"", ""StarHub Pte Ltd (Party)"", ""Taiwan Fixed Network Co., Ltd. Preparatory Office (Party)"", ""Teleglobe USA Inc. (Party)"", ""Telekom Malaysia Berhad (Terminal Party for Segment T2)"", ""Telstra Global Networks Limited (Party)"", ""Williams Communications, Inc. (Party)"", ""APT Satellite Telecommunications Limited (Party)"", ""Bayan Telecommunications, Inc. (Party)"", ""China Netcom Corporation Ltd. (Party)"", ""The Communications Authority of Thailand (Party)"", ""CTI International Limited (Party)"", ""Dacom Corporation (Party)"", ""edge2net Inc. (Party)"", ""Eastern Telecommunications Philippines, Incorporated (Party)"", ""Global Access Ltd. (Party)"", ""Globe Telecom, Inc. (Party)"", ""GNG Networks, Inc. (Party)"", ""GTE Intelligent Network Service Incorporated (Party)"", ""PT Indosat (Persero) Tbk (Party)"", ""Maxis International Sdn. Bhd (Party)"", ""New World Telephone Limited (Party)"", ""NTT Com Asia Ltd. (Party)"", ""Onse Telecom Corporation (Party)"", ""Telia AB (publ) (Party)"", ""TT dotCom Sdn Bhd (Party)""], ""purpose"": ""This agreement establishes the terms for the construction, ownership, operation, and maintenance of the Asia Pacific Cable Network 2 (APCN 2), a submarine fiber optic cable system, and defines the rights and obligations of the parties regarding capacity allocation, use, and management."", ""key_obligations"": [""All parties: contribute to Capital Costs and O&M Costs in proportions set out in Schedule B."", ""Terminal Parties: provide, operate, and maintain their respective Segment T (terrestrial stations) and the portion of Segment S between the Network Interface and the Cable Landing Point."", ""Terminal Parties: grant Terminal Station Right of Use to other parties and IRU purchasers."", ""Terminal Parties: provide Direct Access to Network Interface and equal access to Terminal Station."", ""Terminal Parties: use reasonable efforts to obtain and maintain necessary governmental approvals."", ""Terminal Parties: provide transit facilities to extend APCN 2 capacity and connect with inland systems."", ""Procurement Group: arrange for construction and installation of the Wet Segment, and ensure Supply Contract terms."", ""Central Billing Party: render invoices, collect payments, and manage billing procedures."", ""Network Administrator: execute IRU agreements on behalf of parties and maintain schedules."", ""All parties: comply with confidentiality obligations."", ""All parties: comply with applicable laws."", ""All parties: participate in Management Committee and subcommittees."", ""All parties: make payments when due; failure may lead to capacity reclamation.""], ""term"": ""Effective from April 18, 2000, and continues for an initial period of 25 years following the Ready for Service Date (RFS Date). After that, terminable by agreement or by any party with one year's notice. Decommissioning possible after 25 years with two-thirds vote."", ""risks"": [""Parties have several liability, not joint or collective."", ""No party is liable for indirect or consequential losses, including loss of profits, business, or traffic."", ""Terminal Parties may be required to continue operating terminal stations even after termination or default."", ""Defaulting party may lose capacity without compensation and forfeit prior payments."", ""Amendments require 90% voting interest approval, which may be difficult to achieve."", ""Disputes are subject to exclusive resolution through Management Committee and arbitration, with no court remedy."", ""Confidentiality obligations extend 5 years after termination."", ""Force majeure clause is incomplete (paragraph 33 is cut off)."", ""Termination after 25 years may result in no credit for capital costs."", ""IRU sales and capacity transfers may require cash contributions to a special fund.""]}",,19773,1123,stop,8.91,0.01527,results/raw/20260825T121227__summary__deepseek-v4-pro__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_.txt
